Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202410	P01	5525	105	2939	1177	0	1	186	1872	11805
P00202410	P02	10308	114	1635	218	0	0	75	2725	15075
P00202410	P03	14914	163	1118	101	0	0	1	3948	20245
P00202410	P04	18453	184	1368	212	0	1	0	5624	25842
P00202410	P05	9743	41	344	29	0	1	1	3280	13439
P00202410	P05.1	1283	67	579	42	0	0	0	142	2113
P00202410	P05.2	982	39	142	14	0	0	0	130	1307
P00202410	P05.3	226	11	61	6	0	0	0	30	334
P00202410	P05.4	810	39	194	13	0	0	0	128	1184
P00202410	P05.5	300	5	28	1	0	0	0	83	417
P00202410	P05.6	2231	63	140	9	0	0	0	384	2827
P00202410	P06	21970	277	1831	134	0	0	1	7375	31588
P00202410	P07	9434	106	866	82	0	0	0	2251	12739
P00202410	P08	5941	25	141	22	0	0	5	2628	8762
P00202410	P08.1	1105	28	433	48	0	0	0	112	1726
P00202410	P08.2	1086	39	181	69	0	0	0	185	1560
P00202410	P08.3	4245	99	244	21	0	0	0	1363	5972
P00202410	P09	4215	23	155	18	0	0	223	1315	5949
P00202410	P09.1	2156	68	268	45	0	0	0	256	2793
P00202410	P09.2	3513	91	181	23	0	0	0	922	4730
P00202410	P10	14814	90	443	30	0	0	15	5157	20549
P00202410	P10.1	3456	217	708	54	0	0	0	440	4875
P00202410	P10.2	1044	56	123	36	0	0	0	190	1449
P00202410	P10.3	1632	121	276	62	0	0	0	308	2399
P00202410	P10.4	1425	67	196	28	0	0	0	243	1959
P00202410	P18	650	3	10	0	0	0	13	193	869
P00202410	P18.1	2815	43	170	5	0	0	68	679	3780
P00202410	P18.2	272	13	11	1	0	0	0	6	303
P00202410	P18.3	65	2	3	0	0	0	0	3	73
P00202410	P32	0	1	0	0	0	0	0	0	1
