Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202104	P01	5496	102	2496	907	0	240	181	1751	11173
P00202104	P02	9857	105	1453	183	0	132	67	2581	14380
P00202104	P03	14370	141	962	172	0	86	0	3719	19451
P00202104	P04	17153	211	1290	261	0	185	0	5092	24193
P00202104	P05	5997	20	206	25	0	108	0	2111	8469
P00202104	P05.1	1367	61	522	27	0	0	0	163	2140
P00202104	P05.2	1134	48	139	23	0	0	0	153	1497
P00202104	P05.3	71	0	16	0	0	0	0	10	97
P00202104	P05.4	858	34	176	24	0	0	0	128	1220
P00202104	P05.5	348	10	22	0	0	0	0	90	470
P00202104	P05.6	42	0	3	0	0	0	0	8	53
P00202104	P06	20149	216	1389	140	0	162	1	6600	28664
P00202104	P07	9113	83	690	97	0	45	0	2178	12207
P00202104	P08	4670	12	99	30	0	120	8	2290	7230
P00202104	P08.1	1112	19	328	24	0	0	0	128	1611
P00202104	P08.2	1143	26	130	16	0	0	1	186	1502
P00202104	P08.3	4160	60	228	21	0	0	0	1479	5948
P00202104	P09	4147	50	223	37	0	17	112	1217	5803
P00202104	P09.1	1031	35	132	19	0	0	0	175	1392
P00202104	P09.2	2775	75	170	35	0	0	0	892	3947
P00202104	P10	10645	79	379	67	0	20	4	3488	14682
P00202104	P10.1	3553	226	657	79	0	0	0	477	4992
P00202104	P10.2	1066	47	128	35	0	0	0	185	1461
P00202104	P10.3	1667	125	302	50	0	0	0	338	2482
P00202104	P10.4	3	0	0	0	0	0	0	0	3
P00202104	P18	407	0	8	4	0	1	11	151	582
P00202104	P18.1	2404	60	129	28	0	0	32	599	3252
P00202104	P18.2	47	2	2	1	0	0	0	2	54
P00202104	P18.3	33	1	2	0	0	0	0	1	37
