Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202409	P01	5503	103	2894	1086	0	1	186	1873	11646
P00202409	P02	10255	115	1631	209	0	0	75	2725	15010
P00202409	P03	14919	162	1120	122	0	0	1	3953	20277
P00202409	P04	18351	193	1353	213	0	1	0	5598	25709
P00202409	P05	9735	43	337	39	0	1	1	3279	13435
P00202409	P05.1	1304	70	583	51	0	0	0	145	2153
P00202409	P05.2	989	40	145	14	0	0	0	134	1322
P00202409	P05.3	232	11	61	4	0	0	0	31	339
P00202409	P05.4	820	39	196	13	0	0	0	128	1196
P00202409	P05.5	312	7	29	1	0	0	0	82	431
P00202409	P05.6	2234	57	141	9	0	0	0	382	2823
P00202409	P06	22077	268	1816	143	0	0	1	7456	31761
P00202409	P07	9432	110	863	88	0	0	0	2239	12732
P00202409	P08	5834	26	135	30	0	0	6	2600	8631
P00202409	P08.1	1112	27	433	50	0	0	0	113	1735
P00202409	P08.2	1091	36	183	67	0	0	0	187	1564
P00202409	P08.3	4202	98	248	27	0	0	0	1368	5943
P00202409	P09	4202	23	151	18	0	0	222	1312	5928
P00202409	P09.1	2149	66	268	48	0	0	0	258	2789
P00202409	P09.2	3502	92	182	29	0	0	0	919	4724
P00202409	P10	14767	89	441	29	0	0	16	5137	20479
P00202409	P10.1	3447	209	711	59	0	0	0	437	4863
P00202409	P10.2	1043	53	126	36	0	0	0	189	1447
P00202409	P10.3	1667	117	285	63	0	0	0	317	2449
P00202409	P10.4	1437	69	189	31	0	0	0	243	1969
P00202409	P18	632	1	10	0	0	0	14	192	849
P00202409	P18.1	2828	44	168	7	0	0	68	679	3794
P00202409	P18.2	268	13	11	1	0	0	0	6	299
P00202409	P18.3	66	2	3	0	0	0	0	2	73
P00202409	P32	0	1	0	0	0	0	0	0	1
