Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202312	P01	5597	108	2829	1388	0	3	183	1861	11969
P00202312	P02	10160	120	1582	275	0	0	70	2728	14935
P00202312	P03	14755	169	1080	189	0	2	1	3861	20057
P00202312	P04	18054	199	1351	280	0	1	0	5529	25414
P00202312	P05	9325	40	317	40	0	2	1	3179	12904
P00202312	P05.1	1284	65	580	54	0	0	0	144	2127
P00202312	P05.2	1002	45	137	10	0	0	0	145	1339
P00202312	P05.3	238	11	61	4	0	0	0	29	343
P00202312	P05.4	806	35	174	13	0	0	0	122	1150
P00202312	P05.5	312	9	20	1	0	0	0	82	424
P00202312	P05.6	2271	62	148	13	0	0	0	373	2867
P00202312	P06	21374	254	1715	171	0	2	1	7347	30864
P00202312	P07	9403	112	796	120	0	0	0	2233	12664
P00202312	P08	5494	16	128	28	0	3	6	2492	8167
P00202312	P08.1	1134	31	381	42	0	0	0	124	1712
P00202312	P08.2	1039	41	155	49	0	0	0	185	1469
P00202312	P08.3	4153	93	239	22	0	0	0	1376	5883
P00202312	P09	4126	23	158	39	0	0	196	1298	5840
P00202312	P09.1	2043	49	254	44	0	0	0	256	2646
P00202312	P09.2	3511	88	177	31	0	0	0	948	4755
P00202312	P10	14219	87	430	57	0	1	12	5063	19869
P00202312	P10.1	3559	210	672	67	0	0	0	433	4941
P00202312	P10.2	984	50	132	28	0	0	0	188	1382
P00202312	P10.3	1611	116	296	45	0	0	0	312	2380
P00202312	P10.4	1430	72	187	42	0	0	0	256	1987
P00202312	P18	555	0	7	5	0	1	15	177	760
P00202312	P18.1	2802	46	130	22	0	0	63	685	3748
P00202312	P18.2	199	10	3	1	0	0	0	4	217
P00202312	P18.3	65	3	4	0	0	0	0	2	74
